c_custkey,c_name,c_acctbal,c_address,n_name,c_phone,c_comment,deltaRevenue,revenue
1151,Customer#000001151,6354.89,ratQBQ4rYv TfhWfHe,GERMANY,17-948-135-2667,l requests. furiously bold orbits after the furiously ironic excuses sleep,12147.707699999999,16986.7965
1151,Customer#000001151,6354.89,ratQBQ4rYv TfhWfHe,GERMANY,17-948-135-2667,l requests. furiously bold orbits after the furiously ironic excuses sleep,58260.5568,75247.3533
1321,Customer#000001321,3589.49,dWd3MhPQY3,IRAN,20-571-787-3958,express foxes are quickly blithely bold ,4855.148099999999,4855.148099999999
1321,Customer#000001321,3589.49,dWd3MhPQY3,IRAN,20-571-787-3958,express foxes are quickly blithely bold ,2519.8446,7374.992699999999
1321,Customer#000001321,3589.49,dWd3MhPQY3,IRAN,20-571-787-3958,express foxes are quickly blithely bold ,30802.64,38177.6327
422,Customer#000000422,-272.14,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,INDONESIA,19-299-247-2444,eposits; furiously ironic packages accordi,61052.556599999996,61052.556599999996
422,Customer#000000422,-272.14,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,INDONESIA,19-299-247-2444,eposits; furiously ironic packages accordi,34698.112799999995,95750.66939999998
422,Customer#000000422,-272.14,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,INDONESIA,19-299-247-2444,eposits; furiously ironic packages accordi,52800.16560000001,148550.835
422,Customer#000000422,-272.14,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,INDONESIA,19-299-247-2444,eposits; furiously ironic packages accordi,45060.3972,193611.2322
1157,Customer#000001157,6013.09,3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj,SAUDI ARABIA,30-741-794-9826,equests. deposits cajole quickly slyly spe,67601.5172,67601.5172
1157,Customer#000001157,6013.09,3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj,SAUDI ARABIA,30-741-794-9826,equests. deposits cajole quickly slyly spe,11684.9376,79286.4548
1157,Customer#000001157,6013.09,3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj,SAUDI ARABIA,30-741-794-9826,equests. deposits cajole quickly slyly spe,65933.325,145219.77980000002
1157,Customer#000001157,6013.09,3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj,SAUDI ARABIA,30-741-794-9826,equests. deposits cajole quickly slyly spe,27381.9,172601.6798
1070,Customer#000001070,3160.23,m0sYmeYs5wLydSS qw542Et32,MOROCCO,25-894-843-9171, carefully across the express foxes. carefully special accounts ca,39961.902,39961.902
811,Customer#000000811,9010.02,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,MOROCCO,25-575-731-2159,kly pending foxes dazzle fluffily after the furiously bold packages. fluffy,32471.079799999996,32471.079799999996
811,Customer#000000811,9010.02,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,MOROCCO,25-575-731-2159,kly pending foxes dazzle fluffily after the furiously bold packages. fluffy,26177.7628,58648.842599999996
848,Customer#000000848,5685.59,a nIm5Bk7 RMqMZ6,MOROCCO,25-655-714-7125,st furiously blithely pending packages. deposits across the ,30957.745,30957.745
848,Customer#000000848,5685.59,a nIm5Bk7 RMqMZ6,MOROCCO,25-655-714-7125,st furiously blithely pending packages. deposits across the ,16436.866499999996,47394.6115
848,Customer#000000848,5685.59,a nIm5Bk7 RMqMZ6,MOROCCO,25-655-714-7125,st furiously blithely pending packages. deposits across the ,43659.099,91053.7105
943,Customer#000000943,7541.05,74dBRGOKLFEQEqCgH2x8WGL9tubtgJAbHu,ETHIOPIA,15-483-251-8603," quickly along the silent, express braids. quickly pending packages boost fluffily furiously regular foxes? a",18324.306,18324.306
943,Customer#000000943,7541.05,74dBRGOKLFEQEqCgH2x8WGL9tubtgJAbHu,ETHIOPIA,15-483-251-8603," quickly along the silent, express braids. quickly pending packages boost fluffily furiously regular foxes? a",32895.96,51220.266
943,Customer#000000943,7541.05,74dBRGOKLFEQEqCgH2x8WGL9tubtgJAbHu,ETHIOPIA,15-483-251-8603," quickly along the silent, express braids. quickly pending packages boost fluffily furiously regular foxes? a",18090.212,69310.478
11,Customer#000000011,-272.6,PkWS 3HlXqwTuzrKg633BEi,UNITED KINGDOM,33-464-151-3439,ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. ,2742.7001999999998,2742.7001999999998
11,Customer#000000011,-272.6,PkWS 3HlXqwTuzrKg633BEi,UNITED KINGDOM,33-464-151-3439,ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. ,54154.939999999995,56897.640199999994
11,Customer#000000011,-272.6,PkWS 3HlXqwTuzrKg633BEi,UNITED KINGDOM,33-464-151-3439,ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. ,34790.938,91688.57819999999
469,Customer#000000469,6343.64,JWOULMa5Qtt,JAPAN,22-406-988-6460,cajole carefully slyly regular packages.,7811.4855,7811.4855
469,Customer#000000469,6343.64,JWOULMa5Qtt,JAPAN,22-406-988-6460,cajole carefully slyly regular packages.,1018.5615,8830.047
469,Customer#000000469,6343.64,JWOULMa5Qtt,JAPAN,22-406-988-6460,cajole carefully slyly regular packages.,61857.787,70687.834
469,Customer#000000469,6343.64,JWOULMa5Qtt,JAPAN,22-406-988-6460,cajole carefully slyly regular packages.,39591.288,110279.122
713,Customer#000000713,3829.03,ov fZJgESFHP P,IRAN,20-595-832-3185,"lites sleep slyly furiously express requests. even, even notornis affix furious, ironic p",33814.799999999996,33814.799999999996
713,Customer#000000713,3829.03,ov fZJgESFHP P,IRAN,20-595-832-3185,"lites sleep slyly furiously express requests. even, even notornis affix furious, ironic p",12767.380799999999,46582.180799999995
692,Customer#000000692,276.71,"d6XE9sg,  wINvIz8aZS b8n XuhAQU5",ROMANIA,29-804-421-1703,cuses. slyly even asymptotes doubt quickly. fluffily thin theodolites boost. ca,44279.88,44279.88
319,Customer#000000319,1834.36, UQ5mF3sdoZT2,FRANCE,16-734-928-1642," packages use slyly always ironic deposits. unusual, even notornis above",42880.886999999995,42880.886999999995
319,Customer#000000319,1834.36, UQ5mF3sdoZT2,FRANCE,16-734-928-1642," packages use slyly always ironic deposits. unusual, even notornis above",11667.0339,54547.9209
1138,Customer#000001138,6035.44,"8 9P,dIGWnrrDiVs0S",RUSSIA,32-236-817-2959," instructions cajole thinly ironic requests. regular packages affix. ironic, final pinto beans ac",56572.96,56572.96
572,Customer#000000572,7252.65,Nf4Yqb49BqGkzmmtf6,IRAQ,21-425-209-5033,leep. pending requests affix blithely. ironic theodol,13083.556199999999,13083.556199999999
572,Customer#000000572,7252.65,Nf4Yqb49BqGkzmmtf6,IRAQ,21-425-209-5033,leep. pending requests affix blithely. ironic theodol,63241.0268,76324.583
448,Customer#000000448,8117.27,BH4vtnDpabk0NgoGNJWu4OUXnidfJ,UNITED STATES,34-985-422-6009,"unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa",46418.6644,46418.6644
448,Customer#000000448,8117.27,BH4vtnDpabk0NgoGNJWu4OUXnidfJ,UNITED STATES,34-985-422-6009,"unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa",38261.1,84679.7644
1267,Customer#000001267,8616.12,o3dtauyIeWwFRok2whWam0MLjmOdlG1H,UNITED STATES,34-329-328-2500, accounts nag fluffily blithely ironic pinto beans. carefully pending deposits dazzle along,2330.2734,70271.7666
1267,Customer#000001267,8616.12,o3dtauyIeWwFRok2whWam0MLjmOdlG1H,UNITED STATES,34-329-328-2500, accounts nag fluffily blithely ironic pinto beans. carefully pending deposits dazzle along,37214.1504,107485.917
571,Customer#000000571,8993.23,"hCrDDrMzGhsa6,5K4rGXQ",BRAZIL,12-115-414-4819,"le fluffily. ironic, pending accounts poach quickly iron",18359.3,18359.3
1247,Customer#000001247,1696.95,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",ALGERIA,10-386-173-3167,s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular,41111.5862,41111.5862
268,Customer#000000268,6821.01,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,CANADA,13-720-469-5207,press ideas print quickly. fluffily unusual deposits use blithely eve,35585.331600000005,35585.331600000005
529,Customer#000000529,9647.58,oGKgweC odpyORKPJ9oxTqzzdlYyFOwXm2F97C,MOROCCO,25-383-240-7326, deposits after the fluffily special foxes integrate carefully blithely dogged dolphins. enticingly bold d,35274.3792,35274.3792
529,Customer#000000529,9647.58,oGKgweC odpyORKPJ9oxTqzzdlYyFOwXm2F97C,MOROCCO,25-383-240-7326, deposits after the fluffily special foxes integrate carefully blithely dogged dolphins. enticingly bold d,5546.0,40820.3792
1216,Customer#000001216,2155.06,CSf1BbFhJhucmvftOwYLQACMEqgXj,CANADA,13-673-633-4561,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,84508.40639999999,84508.40639999999
1216,Customer#000001216,2155.06,CSf1BbFhJhucmvftOwYLQACMEqgXj,CANADA,13-673-633-4561,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,22040.262399999996,106548.66879999998
1468,Customer#000001468,3826.52,APEd1ssFxDC9fhwosxxeQUul5EhwBczX,JAPAN,22-901-280-1023,s. slyly regular theodolites aft,53764.55,53764.55
1468,Customer#000001468,3826.52,APEd1ssFxDC9fhwosxxeQUul5EhwBczX,JAPAN,22-901-280-1023,s. slyly regular theodolites aft,24449.5504,78214.1004
1468,Customer#000001468,3826.52,APEd1ssFxDC9fhwosxxeQUul5EhwBczX,JAPAN,22-901-280-1023,s. slyly regular theodolites aft,27014.318099999997,105228.4185
1478,Customer#000001478,9701.54,x7HDvJDDpR3MqZ5vg2CanfQ1hF0j4,GERMANY,17-420-484-5959,ng the furiously bold foxes. even notornis above the unusual ,83225.814,83225.814
1478,Customer#000001478,9701.54,x7HDvJDDpR3MqZ5vg2CanfQ1hF0j4,GERMANY,17-420-484-5959,ng the furiously bold foxes. even notornis above the unusual ,67849.03580000001,151074.84980000003
1478,Customer#000001478,9701.54,x7HDvJDDpR3MqZ5vg2CanfQ1hF0j4,GERMANY,17-420-484-5959,ng the furiously bold foxes. even notornis above the unusual ,42699.8875,193774.73730000004
1478,Customer#000001478,9701.54,x7HDvJDDpR3MqZ5vg2CanfQ1hF0j4,GERMANY,17-420-484-5959,ng the furiously bold foxes. even notornis above the unusual ,7367.820000000001,201142.55730000004
1478,Customer#000001478,9701.54,x7HDvJDDpR3MqZ5vg2CanfQ1hF0j4,GERMANY,17-420-484-5959,ng the furiously bold foxes. even notornis above the unusual ,61754.994000000006,262897.55130000005
1478,Customer#000001478,9701.54,x7HDvJDDpR3MqZ5vg2CanfQ1hF0j4,GERMANY,17-420-484-5959,ng the furiously bold foxes. even notornis above the unusual ,31534.366499999996,294431.91780000005
334,Customer#000000334,-405.91,OPN1N7t4aQ23TnCpc,EGYPT,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",57562.9586,57562.9586
971,Customer#000000971,3914.88,z29DUY Utsi6mWKI,ARGENTINA,11-256-718-6928,ular theodolites haggle carefully: f,48616.06,48616.06
1417,Customer#000001417,7543.01,1BDU8AvljnLmkM,ARGENTINA,11-242-612-1339,ag slyly-- furiously final accounts are ironic instruct,28121.075999999997,49964.50199999999
1417,Customer#000001417,7543.01,1BDU8AvljnLmkM,ARGENTINA,11-242-612-1339,ag slyly-- furiously final accounts are ironic instruct,13967.5212,63932.023199999996
1316,Customer#000001316,-158.39,nmbpR1rqOdlUDvT6C HXUhm2,ETHIOPIA,15-642-801-1329, might wake. sometimes unusual requests cajole carefully about the excuses. stealthily final requests wake quick,39462.84,39462.84
1316,Customer#000001316,-158.39,nmbpR1rqOdlUDvT6C HXUhm2,ETHIOPIA,15-642-801-1329, might wake. sometimes unusual requests cajole carefully about the excuses. stealthily final requests wake quick,19930.4208,59393.2608
211,Customer#000000211,4198.72,URhlVPzz4FqXem,JORDAN,23-965-335-9471,furiously regular foxes boost fluffily special ideas. carefully regular dependencies are. slyly ironic ,59221.720199999996,75364.48259999999
211,Customer#000000211,4198.72,URhlVPzz4FqXem,JORDAN,23-965-335-9471,furiously regular foxes boost fluffily special ideas. carefully regular dependencies are. slyly ironic ,20830.338,96194.82059999999
1066,Customer#000001066,949.68,2Ge 0Nk29FlBs1GuBiY84sLvn38mEkAKnM,ALGERIA,10-333-463-4472,"requests. slyly final instructions sleep. fluffily even packages cajole pending, final ",22595.76,22595.76
1066,Customer#000001066,949.68,2Ge 0Nk29FlBs1GuBiY84sLvn38mEkAKnM,ALGERIA,10-333-463-4472,"requests. slyly final instructions sleep. fluffily even packages cajole pending, final ",70730.8875,93326.64749999999
583,Customer#000000583,3686.07,"V3i6Gu9,LZtvdnNppXnI2eKQFx0b36WvL,F ",JORDAN,23-234-625-4041," haggle. regular, regular accounts hinder carefully i",1607.7,1607.7
583,Customer#000000583,3686.07,"V3i6Gu9,LZtvdnNppXnI2eKQFx0b36WvL,F ",JORDAN,23-234-625-4041," haggle. regular, regular accounts hinder carefully i",76728.96,78336.66
1165,Customer#000001165,8177.33,h7KTXGSqsn0,INDONESIA,19-766-409-6769,"jole slyly beside the quickly final accounts. silent, even requests are stealthily ironic, re",50889.708000000006,50889.708000000006
1165,Customer#000001165,8177.33,h7KTXGSqsn0,INDONESIA,19-766-409-6769,"jole slyly beside the quickly final accounts. silent, even requests are stealthily ironic, re",14691.4425,65581.1505
1165,Customer#000001165,8177.33,h7KTXGSqsn0,INDONESIA,19-766-409-6769,"jole slyly beside the quickly final accounts. silent, even requests are stealthily ironic, re",39639.1086,105220.2591
260,Customer#000000260,9196.11,CrHY2zx4vner4,ARGENTINA,11-708-529-9446,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,1022.5536000000001,1022.5536000000001
260,Customer#000000260,9196.11,CrHY2zx4vner4,ARGENTINA,11-708-529-9446,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,44379.8571,45402.4107
7,Customer#000000007,9561.95,TcGe5gaZNgVePxU5kRrvXBfkasDTea,CHINA,28-190-982-9759,"ainst the ironic, express theodolites. express, even pinto beans among the exp",46614.2016,46614.2016
7,Customer#000000007,9561.95,TcGe5gaZNgVePxU5kRrvXBfkasDTea,CHINA,28-190-982-9759,"ainst the ironic, express theodolites. express, even pinto beans among the exp",30330.668999999998,76944.8706
7,Customer#000000007,9561.95,TcGe5gaZNgVePxU5kRrvXBfkasDTea,CHINA,28-190-982-9759,"ainst the ironic, express theodolites. express, even pinto beans among the exp",10373.5566,87318.42719999999
1054,Customer#000001054,8844.27,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,VIETNAM,31-915-292-9727,y pending ideas. dogged dependenci,9613.475999999999,9613.475999999999
1054,Customer#000001054,8844.27,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,VIETNAM,31-915-292-9727,y pending ideas. dogged dependenci,39831.6095,49445.0855
1054,Customer#000001054,8844.27,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,VIETNAM,31-915-292-9727,y pending ideas. dogged dependenci,8686.6584,58131.7439
1054,Customer#000001054,8844.27,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,VIETNAM,31-915-292-9727,y pending ideas. dogged dependenci,4316.68,62448.4239
1054,Customer#000001054,8844.27,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,VIETNAM,31-915-292-9727,y pending ideas. dogged dependenci,17471.076,79919.4999
989,Customer#000000989,5453.74,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,IRAN,20-646-819-6827, accounts. fluffily regular requests use carefully after the furiously special instructions! slyly,4285.3048,4285.3048
989,Customer#000000989,5453.74,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,IRAN,20-646-819-6827, accounts. fluffily regular requests use carefully after the furiously special instructions! slyly,3725.8767,8011.1815
989,Customer#000000989,5453.74,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,IRAN,20-646-819-6827, accounts. fluffily regular requests use carefully after the furiously special instructions! slyly,10476.372,18487.553499999998
989,Customer#000000989,5453.74,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,IRAN,20-646-819-6827, accounts. fluffily regular requests use carefully after the furiously special instructions! slyly,74158.2072,92645.7607
308,Customer#000000308,4150.76,c9WuNBiEYmGxeBmZaELg WWb,INDONESIA,19-992-128-2013,ilent accounts haggle carefully unusual dolphins. carefully regular requests wake along the ,34199.265100000004,34199.265100000004
1159,Customer#000001159,5553.75,IAnWq4YFKs7,BRAZIL,12-269-807-3861,ages sleep fluffily. packages after the carefully express packages nag slyl,30641.319000000003,82097.069
1159,Customer#000001159,5553.75,IAnWq4YFKs7,BRAZIL,12-269-807-3861,ages sleep fluffily. packages after the carefully express packages nag slyl,1635.7289999999998,83732.79800000001
1159,Customer#000001159,5553.75,IAnWq4YFKs7,BRAZIL,12-269-807-3861,ages sleep fluffily. packages after the carefully express packages nag slyl,38919.8375,122652.6355
229,Customer#000000229,7568.07,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,ARGENTINA,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,58035.0904,58035.0904
229,Customer#000000229,7568.07,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,ARGENTINA,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,39325.4592,97360.5496
229,Customer#000000229,7568.07,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,ARGENTINA,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,25963.462,123324.0116
229,Customer#000000229,7568.07,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,ARGENTINA,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,4917.3568,128241.36839999999
1177,Customer#000001177,9281.72,"hZPNQ8a9QRM ,SYdTdoW9hw",KENYA,24-200-701-8606,ng the quickly bold theodolites cajole carefully around the deposits. furi,34228.22,34228.22
295,Customer#000000295,9497.89,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,ALGERIA,10-340-773-4322,"play according to the quickly ironic instructions-- unusual, bol",43139.424,43139.424
295,Customer#000000295,9497.89,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,ALGERIA,10-340-773-4322,"play according to the quickly ironic instructions-- unusual, bol",39187.4,82326.824
1480,Customer#000001480,876.02,"Hzjh65ZXBFSzflrjQgECkrp35gDha,2",GERMANY,17-573-775-8796,uriously pending courts are. deposits serve quickly blithely final excuses. slyly reg,29694.771000000004,29694.771000000004
1480,Customer#000001480,876.02,"Hzjh65ZXBFSzflrjQgECkrp35gDha,2",GERMANY,17-573-775-8796,uriously pending courts are. deposits serve quickly blithely final excuses. slyly reg,39679.1514,69373.92240000001
544,Customer#000000544,4974.68,"Jv7vcm,oE,HEyxekXKia1V5H1up23",ETHIOPIA,15-572-651-1323,bout the packages integrate above the regular instructions. regular ideas hinder s,15927.4869,15927.4869
544,Customer#000000544,4974.68,"Jv7vcm,oE,HEyxekXKia1V5H1up23",ETHIOPIA,15-572-651-1323,bout the packages integrate above the regular instructions. regular ideas hinder s,7962.947999999999,23890.4349
517,Customer#000000517,3959.71,mSo5eI8F4E6Kgl63nWtU84vfyQjOBg4y,IRAN,20-475-741-4234,"al, ironic foxes. packages wake according to the pending",7905.6864,7905.6864
823,Customer#000000823,738.79,HuoOuJLxx7S8YDQhexfmIX,ALGERIA,10-109-430-5638,l requests are against the slyly ironic pinto beans. blithely unusual packages wake alongsid,5092.608,5092.608
935,Customer#000000935,2531.25,XkVT4jvetY4JV76IAkd91sSp9CqsICE,ALGERIA,10-724-445-8323, furiously pending ideas. daringly ,69987.1312,69987.1312
442,Customer#000000442,4157.0,rvgayfJFLO2cjzMA,ARGENTINA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",25222.521999999997,25222.521999999997
442,Customer#000000442,4157.0,rvgayfJFLO2cjzMA,ARGENTINA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",24078.600000000002,49301.122
442,Customer#000000442,4157.0,rvgayfJFLO2cjzMA,ARGENTINA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",32190.543,81491.66500000001
1414,Customer#000001414,3136.15,2 HBoqTD0qCyMKtcBPVHbNna,SAUDI ARABIA,30-323-797-7514,ackages. blithely unusual accounts a,16803.571200000002,16803.571200000002
652,Customer#000000652,-919.65,"0WlNKsoRqdjU9,5 Qz,bgm5swI,i0Kg",SAUDI ARABIA,30-254-389-5987,p carefully blithely bold platelets. furiously unusual deposits wake. sl,16952.327999999998,16952.327999999998
677,Customer#000000677,5582.63,",wTtWOOr  wqX2sL,h79myT6nxG1EgY",CANADA,13-398-309-9122,ly brave ideas haggle slyly blithe acc,28995.5736,28995.5736
964,Customer#000000964,4756.58,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,JAPAN,22-974-772-2802,al accounts haggle blithely! regular platelets haggle blit,67164.6624,67164.6624
964,Customer#000000964,4756.58,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,JAPAN,22-974-772-2802,al accounts haggle blithely! regular platelets haggle blit,30011.366,97176.02840000001
964,Customer#000000964,4756.58,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,JAPAN,22-974-772-2802,al accounts haggle blithely! regular platelets haggle blit,42333.8652,139509.8936
964,Customer#000000964,4756.58,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,JAPAN,22-974-772-2802,al accounts haggle blithely! regular platelets haggle blit,49273.8708,188783.76440000001
802,Customer#000000802,1377.52,ZDk4Suvi8gMp2LLAOW6nFA 3u,ALGERIA,10-606-236-5778,the carefully even pinto beans. carefully unusual pinto beans against the asymptotes cajol,45639.99,45639.99
802,Customer#000000802,1377.52,ZDk4Suvi8gMp2LLAOW6nFA 3u,ALGERIA,10-606-236-5778,the carefully even pinto beans. carefully unusual pinto beans against the asymptotes cajol,17408.329999999998,63048.31999999999
802,Customer#000000802,1377.52,ZDk4Suvi8gMp2LLAOW6nFA 3u,ALGERIA,10-606-236-5778,the carefully even pinto beans. carefully unusual pinto beans against the asymptotes cajol,7643.4806,70691.80059999999
778,Customer#000000778,52.43,tCuRA2W9y5iiGrcT7a4TzK,UNITED KINGDOM,33-702-179-3134,"hely ironic instructions. regular, ironic requests affix along the carefully ",31080.0,31080.0
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,32992.2194,32992.2194
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,32339.58,65331.7994
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,26479.8,26479.8
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,3154.1472,29633.9472
418,Customer#000000418,1211.39,",e0q82drO rgVHXHrJRQ0GDrRoUOl",ETHIOPIA,15-826-508-1218,d foxes against the furiously special packages snooze blithely quickly ,41887.2,41887.2
1483,Customer#000001483,4409.7,ZjY1C b6cOnY3,GERMANY,17-202-113-4814,nts sleep around the carefully express theodolites. requests nag ,67730.544,67730.544
1483,Customer#000001483,4409.7,ZjY1C b6cOnY3,GERMANY,17-202-113-4814,nts sleep around the carefully express theodolites. requests nag ,1234.1629999999998,68964.707
1483,Customer#000001483,4409.7,ZjY1C b6cOnY3,GERMANY,17-202-113-4814,nts sleep around the carefully express theodolites. requests nag ,63969.139200000005,132933.8462
1402,Customer#000001402,4396.25,F7 m0JwiCABmbJLPQpCJ2,FRANCE,16-713-144-2780,"g the carefully express dolphins: special, pending packages affix after the packa",46882.65779999999,46882.65779999999
1402,Customer#000001402,4396.25,F7 m0JwiCABmbJLPQpCJ2,FRANCE,16-713-144-2780,"g the carefully express dolphins: special, pending packages affix after the packa",42882.6912,89765.34899999999
1402,Customer#000001402,4396.25,F7 m0JwiCABmbJLPQpCJ2,FRANCE,16-713-144-2780,"g the carefully express dolphins: special, pending packages affix after the packa",60956.61749999999,150721.96649999998
1282,Customer#000001282,8998.82,"qeYHABkf21,5C5OC5it6q",KENYA,24-750-627-7414, even deposits sleep quickly regular,23411.0016,23411.0016
1474,Customer#000001474,2961.79,KB83CaaM8DRjvAmEMg1fw,MOZAMBIQUE,26-609-226-4269,kages above the requests sleep furiously packages-- deposits detect fluffily. pending th,17873.31,17873.31
202,Customer#000000202,2237.64,Q0uJ1frCbi9yvu,GERMANY,17-905-805-4635,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to,45502.4115,45502.4115
202,Customer#000000202,2237.64,Q0uJ1frCbi9yvu,GERMANY,17-905-805-4635,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to,37680.552,83182.96350000001
202,Customer#000000202,2237.64,Q0uJ1frCbi9yvu,GERMANY,17-905-805-4635,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to,11370.24,94553.20350000002
202,Customer#000000202,2237.64,Q0uJ1frCbi9yvu,GERMANY,17-905-805-4635,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to,20133.4464,114686.64990000002
202,Customer#000000202,2237.64,Q0uJ1frCbi9yvu,GERMANY,17-905-805-4635,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to,29880.48,144567.12990000003
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,35176.453199999996,64810.4004
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,41993.8152,106804.2156
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,18025.343699999998,124829.5593
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,67591.2,192420.75929999998
1381,Customer#000001381,367.82,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,RUSSIA,32-418-900-6494,foxes thrash slyly express foxes. even th,69311.63519999999,261732.39449999997
280,Customer#000000280,3952.84,3fDiGmN64En0ei,IRAQ,21-537-461-3965,accounts. quiet deposits sleep. slyly even instructions detect about the blithely bold instru,39824.8128,156597.5311
280,Customer#000000280,3952.84,3fDiGmN64En0ei,IRAQ,21-537-461-3965,accounts. quiet deposits sleep. slyly even instructions detect about the blithely bold instru,8021.959999999999,164619.49109999998
280,Customer#000000280,3952.84,3fDiGmN64En0ei,IRAQ,21-537-461-3965,accounts. quiet deposits sleep. slyly even instructions detect about the blithely bold instru,4281.350399999999,168900.84149999998
1093,Customer#000001093,-273.96,"LO,9qCPIjSXriBqQsAOXLrQKedQ8UO6gb",UNITED STATES,34-931-911-6156,p furiously carefully bold packages. regular escapades breach. blithely unusual ideas integrate across t,9321.9,9321.9
808,Customer#000000808,5561.93,S2WkSKCGtnbhcFOp6MWcuB3rzFlFemVNrg ,ROMANIA,29-531-319-7726, unusual deposits. furiously even packages against the furiously even ac,37682.325000000004,37682.325000000004
